date,ticker,esg_total,e_score,s_score,g_score,controversy_score,carbon_intensity
2025-06-30,2330.TW,82.06037219454045,85.37895770960004,79.14150154652026,83.36816318557335,1,12.859333006681046
2025-06-30,2454.TW,80.51599790406718,85.66758540445397,79.24284185731817,83.06486118969725,1,12.181391772204158
2025-06-30,2308.TW,81.596761394018,85.9406790115975,78.01533906591196,84.25437484327237,1,11.490100932367184
2025-06-30,2881.TW,79.3964228284862,73.0394144108212,84.20764313711713,88.36146547084012,1,8.948491747488298
2025-06-30,2882.TW,81.17242204932602,70.90837008093294,83.48715004744359,89.15458830796022,1,9.37659371498044
2025-06-30,2891.TW,80.62676520866712,71.00752833336597,83.24957016287134,88.57405340510624,1,9.52405090952517
2025-06-30,1301.TW,70.93432206046,67.85653592043509,71.6162249237995,72.86121393992907,2,22.842345215464093
2025-06-30,1303.TW,69.01965250274354,68.94251036844483,72.92671497687013,74.27566436856388,2,22.601759706855884
2025-06-30,2002.TW,68.96923256923019,68.79033635875449,70.61063573568005,74.80371575144672,2,22.26292097076833
2025-06-30,2317.TW,69.85751452840962,67.21055560143009,73.11670605442131,74.67472108381524,2,22.611160014360095
2025-07-31,2330.TW,80.64985242825763,85.91376421055753,79.36445470570054,82.9509560874096,1,12.29499476013485
2025-07-31,2454.TW,83.46967641538853,84.15892518905953,79.29080203245546,85.14981254058816,1,11.532702229752832
2025-07-31,2308.TW,81.56318641110967,84.07190832231039,77.66791154507729,84.76448259874374,1,11.462189392521188
2025-07-31,2881.TW,81.1414070833861,73.04976387209055,84.02457504281813,86.64224234092067,1,9.02106414589656
2025-07-31,2882.TW,80.16197199788225,72.80367023880815,82.84835520190332,87.46326022316742,1,8.024609713541155
2025-07-31,2891.TW,78.6374580264332,70.7452016927075,82.47644519299412,89.31085340270134,1,8.556967443394118
2025-07-31,1301.TW,70.85931381146958,67.28465666164129,71.64000572688846,72.5200485998437,2,21.646904444638416
2025-07-31,1303.TW,69.75227675049904,66.5806125853729,73.3067843831423,73.40832237868436,2,22.860964454625048
2025-07-31,2002.TW,69.28253224177314,68.54994473276533,72.32333047747947,72.77968040331746,2,22.871461127777923
2025-07-31,2317.TW,69.56397576341037,68.85067429705742,73.12863490975288,75.32053182363309,2,22.384040189858695
2025-08-31,2330.TW,82.0853327008218,85.80749197617921,79.03138523650888,85.34694888691668,1,12.327156364147775
2025-08-31,2454.TW,81.01176999302423,83.79819175355684,77.65919217715906,83.38701533746813,1,12.053567894245608
2025-08-31,2308.TW,80.61723598908063,84.81580766346137,78.68245694389411,83.63226169128258,1,11.515662831534158
2025-08-31,2881.TW,79.54227243972205,72.2114593598086,83.10246297904253,86.85083100988757,1,9.44970959238663
2025-08-31,2882.TW,81.2496944983739,72.09890208778349,82.7503876273917,88.5750170807065,1,8.564261617355797
2025-08-31,2891.TW,80.37815640078924,73.15046777037414,82.67725950594692,89.00203736328898,1,9.605199585749912
2025-08-31,1301.TW,70.47019405205403,66.94715193404232,73.0637025168549,74.48622146983574,2,21.522698808752466
2025-08-31,1303.TW,69.52407768623881,67.17558578588124,72.25806140663818,72.70182485295516,2,21.330333752886826
2025-08-31,2002.TW,69.70482696247063,67.1882353745635,70.69090654634785,75.04484678566291,2,21.107814788312307
2025-08-31,2317.TW,71.35324618247859,68.26549973130074,72.12523808295677,72.57553001685312,2,22.714855348096144
2025-09-30,2330.TW,80.90582994755965,85.01290841112544,78.57949223380132,85.00953921373407,1,11.489398916104994
2025-09-30,2454.TW,83.14350302523255,85.29130933606494,77.70557308398598,83.79331455945513,1,12.899243405523947
2025-09-30,2308.TW,82.64446852058185,85.24642636224803,76.60607377573788,84.72486304142231,1,11.0101792005186
2025-09-30,2881.TW,80.35115721804299,73.28849401563663,82.9287254125192,88.74385044124918,1,9.171936024033
2025-09-30,2882.TW,80.3638611083515,72.10606970204508,81.62100538993163,87.29494450166665,1,8.468770516289023
2025-09-30,2891.TW,80.73623583708068,71.0635227329796,81.66494501182117,87.77816308401901,1,9.634116449980246
2025-09-30,1301.TW,71.46159790222958,67.45694252961648,71.57135682194729,73.64690090381121,2,22.100167753934716
2025-09-30,1303.TW,71.1411899066872,68.73185754449061,71.39919122136247,74.43573011887794,2,21.355156116408644
2025-09-30,2002.TW,69.52194650867531,66.6005189904025,71.21012794128731,73.91903257670938,2,21.1926818949473
2025-09-30,2317.TW,69.89123821682219,67.28087815264888,70.93749663193172,74.84764241627893,2,21.524545655537423
2025-10-31,2330.TW,81.1831778629002,84.09367390182129,77.13815608301697,84.88667772974269,1,12.128792411901616
2025-10-31,2454.TW,82.38217443445313,85.75620202644019,78.64350418024863,82.99143057310759,1,11.455084342622012
2025-10-31,2308.TW,81.96522744606249,86.44061753806326,76.8847585038821,82.56625599534367,1,12.40485091011748
2025-10-31,2881.TW,81.48350113280217,72.60176350516512,83.8512939852916,88.91707988620132,1,9.75385219413122
2025-10-31,2882.TW,79.79968101763734,72.14075959378145,83.03551644077636,87.33922040470769,1,8.196702269305009
2025-10-31,2891.TW,78.73459557023236,71.98484323072984,84.06273495839307,87.14086306559653,1,8.62804576054216
2025-10-31,1301.TW,68.75710951001989,68.67622813674343,72.29260677966306,75.15366977696199,2,21.456531625226155
2025-10-31,1303.TW,71.32911150889656,68.19403558799404,70.56259750988518,72.77659951612867,2,22.169635439709996
2025-10-31,2002.TW,71.43772294294286,69.19521290816739,72.3472380316156,74.4637257992279,2,21.20274753513393
2025-10-31,2317.TW,70.27583542611026,66.63256669575433,71.8435004729673,73.90480224004004,2,21.010826930357197
2025-11-30,2330.TW,82.62875617808241,86.12857617110825,79.3355925570825,84.90408016918049,1,12.003442877593802
2025-11-30,2454.TW,80.95482330803534,86.29737790795569,78.84824330640302,83.9574609413034,1,12.069025995735453
2025-11-30,2308.TW,82.14099975002961,84.11550751221253,77.57824448115684,82.98082905301605,1,11.662813548856931
2025-11-30,2881.TW,81.43324805167612,72.976574850502,83.6519603392106,89.10048721734827,1,8.170757737738565
2025-11-30,2882.TW,80.50015425708087,71.32448705073283,81.57625325598742,88.85734645344482,1,9.553273405324925
2025-11-30,2891.TW,79.96280449333959,72.75371084060727,82.82970336344407,87.73005095466728,1,9.892450352379939
2025-11-30,1301.TW,71.25337604120557,67.87573927975002,71.54066822499142,73.55638544832091,2,21.343779154758128
2025-11-30,1303.TW,69.22637110885283,68.66654321587112,72.47122160638683,73.33371838188228,2,21.261472422480914
2025-11-30,2002.TW,70.81770151234183,68.46606630175384,71.35511196660025,72.55807486301313,2,21.923681963347644
2025-11-30,2317.TW,70.40779604875125,69.10314009605119,72.73609715628211,72.67365477128087,2,22.543862978911903
2025-12-31,2330.TW,80.97339139934083,85.25743175360374,76.8036469674123,83.60230089358917,1,12.477031981370107
2025-12-31,2454.TW,83.2405982740161,84.57508055018951,78.82871621692009,84.09996494396573,1,12.060676334777547
2025-12-31,2308.TW,82.864589751144,85.18837253320312,76.60675292923403,82.6384292807449,1,11.453661745216467
2025-12-31,2881.TW,81.00439258273397,71.13807381860805,84.09574106384322,88.92611978855886,1,8.351896646594994
2025-12-31,2882.TW,78.76834801217267,71.44323232448835,83.93487313124992,86.73465814284603,1,9.779641712724843
2025-12-31,2891.TW,79.05980826187042,70.73293299731172,81.7607222198557,87.78695956793774,1,8.011453652162864
2025-12-31,1301.TW,69.36939535352064,67.3987398810497,70.67565377160524,75.14858996004286,2,22.050862312832976
2025-12-31,1303.TW,69.13477718956231,68.75629130753167,72.32975388974367,75.4171935353565,2,21.67846596291145
2025-12-31,2002.TW,70.52310535374255,68.22856629836949,70.828981095756,75.41993277025638,2,21.75261880231696
2025-12-31,2317.TW,71.41700740042063,67.13040501757197,70.896755283779,74.36344468610854,2,22.490442053687186
2026-01-31,2330.TW,82.37031779231796,85.41939352840896,78.21586719707594,85.27658549632639,1,11.669882975760121
2026-01-31,2454.TW,81.40437560233204,84.72396093570178,77.45919383106474,83.61237013547124,1,11.33126681193615
2026-01-31,2308.TW,82.93048182039989,85.16314883981913,77.03311877067607,82.9300009494524,1,11.66431973359875
2026-01-31,2881.TW,78.65831022647386,72.6250192907598,83.67515351270225,88.22713213782941,1,9.322890356150975
2026-01-31,2882.TW,81.03664921838867,72.59882288539487,82.2830521885903,88.41521599390477,1,9.86682213653306
2026-01-31,2891.TW,79.09056335093447,72.31264771067013,82.56567566642701,87.6590139219754,1,9.270643736757961
2026-01-31,1301.TW,68.63256275492769,66.8704733003072,71.88066940859076,73.45738257223786,2,22.50845278771791
2026-01-31,1303.TW,69.60045900897477,66.80619203818841,71.3355363086458,74.12172992960052,2,22.30313007697778
2026-01-31,2002.TW,71.48661431261824,69.39228578604173,73.18426342656225,74.21958230625701,2,22.980912702035056
2026-01-31,2317.TW,70.15364066799991,67.29244190799828,72.40543745670728,72.84929132156545,2,21.368557064660976
2026-02-28,2330.TW,81.48583547274646,85.0327626405671,78.16759596590865,84.20743300189993,1,12.8936867346772
2026-02-28,2454.TW,82.74388397234345,84.79204124904476,76.96858679006273,82.578773798008,1,11.207771358123566
2026-02-28,2308.TW,82.23280382401018,84.55728099404188,77.5258498571291,85.48660361474873,1,12.459807248997091
2026-02-28,2881.TW,81.03204629185085,71.39474911205002,83.75472275620866,89.10890481063707,1,9.78763182435215
2026-02-28,2882.TW,80.36821469278792,71.2643903420668,83.74083786973482,87.2056774049866,1,8.81717649255841
2026-02-28,2891.TW,81.44206391961002,70.68277789622138,82.47364148720267,87.75170123610202,1,8.686820084671126
2026-02-28,1301.TW,71.32167787269421,69.49176261164621,73.2980566141454,74.16536747427097,2,21.75479140882515
2026-02-28,1303.TW,69.11412485497345,67.37001740325623,72.911776740854,72.74010233580587,2,21.29004324725777
2026-02-28,2002.TW,70.82709738318343,67.33285508528948,72.69766651339172,75.34648790814063,2,22.850058923496093
2026-02-28,2317.TW,69.75824849333071,67.75649853861216,71.51375733668688,73.47242030834359,2,22.993325465486837
2026-03-31,2330.TW,82.5884775717317,83.65129240030332,76.52873538154927,83.40084418190014,1,11.427629227486607
2026-03-31,2454.TW,80.61733306994483,85.74335365602703,78.31107115880886,84.54307295120296,1,12.820708289854513
2026-03-31,2308.TW,80.78339801726656,85.92216433661248,78.63741167868373,83.24408618291467,1,12.839484661281261
2026-03-31,2881.TW,79.86455473000585,72.63046616840191,82.65346204406848,87.64397602495431,1,8.38092038438769
2026-03-31,2882.TW,80.47581491815225,71.3904476501148,84.26878408486532,88.03397269720203,1,8.689485017766266
2026-03-31,2891.TW,81.07558111159177,71.42985422359911,83.28261690852277,88.90271389543182,1,9.95603997848165
2026-03-31,1301.TW,69.86912567153483,68.98147263209859,71.13079379163402,72.74671232668238,2,22.61501094385042
2026-03-31,1303.TW,70.40096013896819,68.2465864967862,72.97079128373124,73.38794577455576,2,22.253606750077896
2026-03-31,2002.TW,70.27807541136882,67.76798305973371,71.38871037986819,73.23956681799267,2,22.910804934864647
2026-03-31,2317.TW,70.80047424850008,66.62126125959816,73.07969893699098,73.09029154819133,2,22.691620063639593
