date,ticker,close
2025-10-15,0050.TW,217.35
2025-10-16,0050.TW,217.81
2025-10-17,0050.TW,216.97
2025-10-20,0050.TW,215.54
2025-10-21,0050.TW,215.1
2025-10-22,0050.TW,214.73
2025-10-23,0050.TW,213.04
2025-10-24,0050.TW,209.33
2025-10-27,0050.TW,210.05
2025-10-28,0050.TW,210.04
2025-10-29,0050.TW,209.68
2025-10-30,0050.TW,211.55
2025-10-31,0050.TW,213.25
2025-11-03,0050.TW,215.56
2025-11-04,0050.TW,217.64
2025-11-05,0050.TW,217.36
2025-11-06,0050.TW,219.62
2025-11-07,0050.TW,219.88
2025-11-10,0050.TW,219.18
2025-11-11,0050.TW,220.42
2025-11-12,0050.TW,222.63
2025-11-13,0050.TW,222.21
2025-11-14,0050.TW,224.5
2025-11-17,0050.TW,222.83
2025-11-18,0050.TW,223.95
2025-11-19,0050.TW,222.65
2025-11-20,0050.TW,226.44
2025-11-21,0050.TW,228.85
2025-11-24,0050.TW,228.12
2025-11-25,0050.TW,230.64
2025-11-26,0050.TW,230.95
2025-11-27,0050.TW,232.31
2025-11-28,0050.TW,230.52
2025-12-01,0050.TW,229.87
2025-12-02,0050.TW,229.12
2025-12-03,0050.TW,230.53
2025-12-04,0050.TW,233.75
2025-12-05,0050.TW,235.97
2025-12-08,0050.TW,235.52
2025-12-09,0050.TW,236.43
2025-12-10,0050.TW,239.95
2025-12-11,0050.TW,240.48
2025-12-12,0050.TW,242.94
2025-12-15,0050.TW,244.99
2025-12-16,0050.TW,244.36
2025-12-17,0050.TW,246.64
2025-12-18,0050.TW,247.99
2025-12-19,0050.TW,246.16
2025-12-22,0050.TW,242.6
2025-12-23,0050.TW,243.78
2025-12-24,0050.TW,246.15
2025-12-25,0050.TW,247.62
2025-12-26,0050.TW,249.61
2025-12-29,0050.TW,249.85
2025-12-30,0050.TW,254.85
2025-12-31,0050.TW,253.98
2026-01-01,0050.TW,254.08
2026-01-02,0050.TW,252.05
2026-01-05,0050.TW,250.54
2026-01-06,0050.TW,252.07
2026-01-07,0050.TW,250.09
2026-01-08,0050.TW,251.55
2026-01-09,0050.TW,252.79
2026-01-12,0050.TW,251.69
2026-01-13,0050.TW,250.51
2026-01-14,0050.TW,246.29
2026-01-15,0050.TW,245.07
2026-01-16,0050.TW,244.72
2026-01-19,0050.TW,242.84
2026-01-20,0050.TW,247.96
2026-01-21,0050.TW,247.73
2026-01-22,0050.TW,246.29
2026-01-23,0050.TW,247.85
2026-01-26,0050.TW,249.17
2026-01-27,0050.TW,247.55
2026-01-28,0050.TW,246.98
2026-01-29,0050.TW,247.82
2026-01-30,0050.TW,247.36
2026-02-02,0050.TW,245.9
2026-02-03,0050.TW,247.08
2026-02-04,0050.TW,246.33
2026-02-05,0050.TW,249.52
2026-02-06,0050.TW,251.78
2026-02-09,0050.TW,244.96
2026-02-10,0050.TW,241.75
2026-02-11,0050.TW,247.25
2026-02-12,0050.TW,247.21
2026-02-13,0050.TW,250.9
2026-02-16,0050.TW,251.9
2026-02-17,0050.TW,252.23
2026-02-18,0050.TW,255.0
2026-02-19,0050.TW,253.08
2026-02-20,0050.TW,257.58
2026-02-23,0050.TW,254.9
2026-02-24,0050.TW,254.55
2026-02-25,0050.TW,248.88
2026-02-26,0050.TW,246.07
2026-02-27,0050.TW,246.55
2026-03-02,0050.TW,247.24
2026-03-03,0050.TW,247.66
2026-03-04,0050.TW,249.91
2026-03-05,0050.TW,250.07
2026-03-06,0050.TW,247.77
2026-03-09,0050.TW,248.29
2026-03-10,0050.TW,248.01
2026-03-11,0050.TW,245.94
2026-03-12,0050.TW,243.11
2026-03-13,0050.TW,243.57
2026-03-16,0050.TW,242.53
2026-03-17,0050.TW,247.58
2026-03-18,0050.TW,249.43
2026-03-19,0050.TW,246.91
2026-03-20,0050.TW,250.54
2026-03-23,0050.TW,248.21
2026-03-24,0050.TW,248.28
2026-03-25,0050.TW,248.57
2026-03-26,0050.TW,244.68
2026-03-27,0050.TW,245.54
2026-03-30,0050.TW,243.16
2026-03-31,0050.TW,244.29
2026-04-01,0050.TW,242.24
2026-04-02,0050.TW,244.95
2026-04-03,0050.TW,241.64
2026-04-06,0050.TW,239.57
2026-04-07,0050.TW,237.96
2026-04-08,0050.TW,240.88
2026-04-09,0050.TW,241.89
2026-04-10,0050.TW,241.25
2025-04-24,0056.TW,41.0
2025-04-25,0056.TW,40.96
2025-04-28,0056.TW,41.02
2025-04-29,0056.TW,40.69
2025-04-30,0056.TW,40.48
2025-05-01,0056.TW,40.06
2025-05-02,0056.TW,40.11
2025-05-05,0056.TW,40.08
2025-05-06,0056.TW,40.39
2025-05-07,0056.TW,40.51
2025-05-08,0056.TW,40.65
2025-05-09,0056.TW,40.77
2025-05-12,0056.TW,40.3
2025-05-13,0056.TW,40.16
2025-05-14,0056.TW,40.26
2025-05-15,0056.TW,40.59
2025-05-16,0056.TW,40.2
2025-05-19,0056.TW,40.21
2025-05-20,0056.TW,40.69
2025-05-21,0056.TW,40.79
2025-05-22,0056.TW,41.06
2025-05-23,0056.TW,41.24
2025-05-26,0056.TW,41.53
2025-05-27,0056.TW,41.84
2025-05-28,0056.TW,42.08
2025-05-29,0056.TW,42.46
2025-05-30,0056.TW,42.57
2025-06-02,0056.TW,42.55
2025-06-03,0056.TW,42.22
2025-06-04,0056.TW,41.99
2025-06-05,0056.TW,42.31
2025-06-06,0056.TW,42.49
2025-06-09,0056.TW,42.75
2025-06-10,0056.TW,42.87
2025-06-11,0056.TW,43.0
2025-06-12,0056.TW,43.11
2025-06-13,0056.TW,43.11
2025-06-16,0056.TW,43.15
2025-06-17,0056.TW,43.3
2025-06-18,0056.TW,43.32
2025-06-19,0056.TW,43.37
2025-06-20,0056.TW,43.91
2025-06-23,0056.TW,44.32
2025-06-24,0056.TW,44.9
2025-06-25,0056.TW,44.38
2025-06-26,0056.TW,44.35
2025-06-27,0056.TW,44.33
2025-06-30,0056.TW,44.5
2025-07-01,0056.TW,44.99
2025-07-02,0056.TW,44.97
2025-07-03,0056.TW,44.84
2025-07-04,0056.TW,45.65
2025-07-07,0056.TW,45.78
2025-07-08,0056.TW,46.49
2025-07-09,0056.TW,46.0
2025-07-10,0056.TW,46.4
2025-07-11,0056.TW,46.88
2025-07-14,0056.TW,46.47
2025-07-15,0056.TW,45.97
2025-07-16,0056.TW,46.29
2025-07-17,0056.TW,46.6
2025-07-18,0056.TW,46.71
2025-07-21,0056.TW,46.43
2025-07-22,0056.TW,46.58
2025-07-23,0056.TW,47.04
2025-07-24,0056.TW,47.3
2025-07-25,0056.TW,47.47
2025-07-28,0056.TW,47.41
2025-07-29,0056.TW,47.93
2025-07-30,0056.TW,47.38
2025-07-31,0056.TW,47.39
2025-08-01,0056.TW,47.75
2025-08-04,0056.TW,47.7
2025-08-05,0056.TW,47.64
2025-08-06,0056.TW,48.15
2025-08-07,0056.TW,47.63
2025-08-08,0056.TW,47.79
2025-08-11,0056.TW,47.85
2025-08-12,0056.TW,48.05
2025-08-13,0056.TW,48.09
2025-08-14,0056.TW,48.23
2025-08-15,0056.TW,47.67
2025-08-18,0056.TW,48.17
2025-08-19,0056.TW,48.05
2025-08-20,0056.TW,48.58
2025-08-21,0056.TW,48.47
2025-08-22,0056.TW,48.32
2025-08-25,0056.TW,47.74
2025-08-26,0056.TW,47.36
2025-08-27,0056.TW,47.34
2025-08-28,0056.TW,47.68
2025-08-29,0056.TW,47.75
2025-09-01,0056.TW,47.92
2025-09-02,0056.TW,47.55
2025-09-03,0056.TW,47.91
2025-09-04,0056.TW,47.85
2025-09-05,0056.TW,47.98
2025-09-08,0056.TW,47.18
2025-09-09,0056.TW,46.91
2025-09-10,0056.TW,46.98
2025-09-11,0056.TW,47.14
2025-09-12,0056.TW,47.14
2025-09-15,0056.TW,46.57
2025-09-16,0056.TW,46.32
2025-09-17,0056.TW,45.79
2025-09-18,0056.TW,45.59
2025-09-19,0056.TW,45.99
2025-09-22,0056.TW,45.49
2025-09-23,0056.TW,45.63
2025-09-24,0056.TW,45.83
2025-09-25,0056.TW,46.28
2025-09-26,0056.TW,47.05
2025-09-29,0056.TW,47.2
2025-09-30,0056.TW,47.24
2025-10-01,0056.TW,47.02
2025-10-02,0056.TW,47.03
2025-10-03,0056.TW,46.98
2025-10-06,0056.TW,47.25
2025-10-07,0056.TW,46.94
2025-10-08,0056.TW,46.69
2025-10-09,0056.TW,46.51
2025-10-10,0056.TW,46.69
2025-10-13,0056.TW,46.23
2025-10-14,0056.TW,46.27
2025-10-15,0056.TW,46.36
2025-10-16,0056.TW,46.57
2025-10-17,0056.TW,46.59
2025-10-20,0056.TW,46.57
2025-10-21,0056.TW,46.14
2025-10-22,0056.TW,46.28
2025-10-23,0056.TW,46.21
2025-10-24,0056.TW,46.3
2025-10-27,0056.TW,46.46
2025-10-28,0056.TW,46.41
2025-10-29,0056.TW,45.93
2025-10-30,0056.TW,45.7
2025-10-31,0056.TW,45.72
2025-11-03,0056.TW,45.88
2025-11-04,0056.TW,46.48
2025-11-05,0056.TW,46.55
2025-11-06,0056.TW,46.53
2025-11-07,0056.TW,46.59
2025-11-10,0056.TW,46.45
2025-11-11,0056.TW,45.9
2025-11-12,0056.TW,46.32
2025-11-13,0056.TW,46.68
2025-11-14,0056.TW,46.07
2025-11-17,0056.TW,46.4
2025-11-18,0056.TW,46.38
2025-11-19,0056.TW,46.29
2025-11-20,0056.TW,45.96
2025-11-21,0056.TW,45.9
2025-11-24,0056.TW,46.0
2025-11-25,0056.TW,46.28
2025-11-26,0056.TW,46.18
2025-11-27,0056.TW,45.69
2025-11-28,0056.TW,45.89
2025-12-01,0056.TW,46.2
2025-12-02,0056.TW,46.26
2025-12-03,0056.TW,46.62
2025-12-04,0056.TW,46.43
2025-12-05,0056.TW,46.13
2025-12-08,0056.TW,46.51
2025-12-09,0056.TW,46.02
2025-12-10,0056.TW,45.9
2025-12-11,0056.TW,45.83
2025-12-12,0056.TW,45.91
2025-12-15,0056.TW,46.77
2025-12-16,0056.TW,46.77
2025-12-17,0056.TW,46.98
2025-12-18,0056.TW,47.25
2025-12-19,0056.TW,46.93
2025-12-22,0056.TW,47.45
2025-12-23,0056.TW,47.69
2025-12-24,0056.TW,47.99
2025-12-25,0056.TW,47.83
2025-12-26,0056.TW,48.26
2025-12-29,0056.TW,47.76
2025-12-30,0056.TW,47.88
2025-12-31,0056.TW,48.23
2026-01-01,0056.TW,48.05
2026-01-02,0056.TW,48.0
2026-01-05,0056.TW,48.14
2026-01-06,0056.TW,47.47
2026-01-07,0056.TW,47.38
2026-01-08,0056.TW,47.87
2026-01-09,0056.TW,48.09
2026-01-12,0056.TW,48.09
2026-01-13,0056.TW,48.18
2026-01-14,0056.TW,47.9
2026-01-15,0056.TW,47.86
2026-01-16,0056.TW,47.38
2026-01-19,0056.TW,47.49
2026-01-20,0056.TW,47.15
2026-01-21,0056.TW,47.46
2026-01-22,0056.TW,47.86
2026-01-23,0056.TW,47.89
2026-01-26,0056.TW,48.33
2026-01-27,0056.TW,48.77
2026-01-28,0056.TW,49.38
2026-01-29,0056.TW,49.96
2026-01-30,0056.TW,49.88
2026-02-02,0056.TW,49.63
2026-02-03,0056.TW,49.11
2026-02-04,0056.TW,49.3
2026-02-05,0056.TW,49.48
2026-02-06,0056.TW,49.55
2026-02-09,0056.TW,49.79
2026-02-10,0056.TW,50.26
2026-02-11,0056.TW,50.31
2026-02-12,0056.TW,50.29
2026-02-13,0056.TW,50.21
2026-02-16,0056.TW,50.04
2026-02-17,0056.TW,50.51
2026-02-18,0056.TW,50.96
2026-02-19,0056.TW,50.68
2026-02-20,0056.TW,50.7
2026-02-23,0056.TW,50.53
2026-02-24,0056.TW,51.13
2026-02-25,0056.TW,50.96
2026-02-26,0056.TW,50.97
2026-02-27,0056.TW,50.81
2026-03-02,0056.TW,51.26
2026-03-03,0056.TW,51.73
2026-03-04,0056.TW,52.0
2026-03-05,0056.TW,51.87
2026-03-06,0056.TW,52.16
2026-03-09,0056.TW,51.78
2026-03-10,0056.TW,52.22
2026-03-11,0056.TW,52.2
2026-03-12,0056.TW,52.15
2026-03-13,0056.TW,51.8
2026-03-16,0056.TW,51.78
2026-03-17,0056.TW,51.77
2026-03-18,0056.TW,51.79
2026-03-19,0056.TW,51.86
2026-03-20,0056.TW,52.21
2026-03-23,0056.TW,51.7
2026-03-24,0056.TW,51.92
2026-03-25,0056.TW,52.15
2026-03-26,0056.TW,51.43
2026-03-27,0056.TW,51.5
2026-03-30,0056.TW,51.62
2026-03-31,0056.TW,51.32
2026-04-01,0056.TW,51.4
2026-04-02,0056.TW,51.19
2026-04-03,0056.TW,50.96
2026-04-06,0056.TW,51.02
2026-04-07,0056.TW,51.16
2026-04-08,0056.TW,51.47
2026-04-09,0056.TW,51.1
2026-04-10,0056.TW,51.47
2025-04-24,00878.TW,25.0
2025-04-25,00878.TW,24.96
2025-04-28,00878.TW,24.85
2025-04-29,00878.TW,25.14
2025-04-30,00878.TW,25.2
2025-05-01,00878.TW,25.22
2025-05-02,00878.TW,25.42
2025-05-05,00878.TW,25.45
2025-05-06,00878.TW,25.5
2025-05-07,00878.TW,25.59
2025-05-08,00878.TW,25.6
2025-05-09,00878.TW,25.34
2025-05-12,00878.TW,25.48
2025-05-13,00878.TW,25.48
2025-05-14,00878.TW,25.52
2025-05-15,00878.TW,25.55
2025-05-16,00878.TW,25.74
2025-05-19,00878.TW,25.21
2025-05-20,00878.TW,25.44
2025-05-21,00878.TW,25.47
2025-05-22,00878.TW,25.48
2025-05-23,00878.TW,25.64
2025-05-26,00878.TW,25.58
2025-05-27,00878.TW,25.94
2025-05-28,00878.TW,26.08
2025-05-29,00878.TW,26.25
2025-05-30,00878.TW,26.47
2025-06-02,00878.TW,26.28
2025-06-03,00878.TW,26.16
2025-06-04,00878.TW,26.02
2025-06-05,00878.TW,26.11
2025-06-06,00878.TW,26.25
2025-06-09,00878.TW,26.59
2025-06-10,00878.TW,26.41
2025-06-11,00878.TW,26.3
2025-06-12,00878.TW,26.83
2025-06-13,00878.TW,26.9
2025-06-16,00878.TW,26.95
2025-06-17,00878.TW,26.94
2025-06-18,00878.TW,27.07
2025-06-19,00878.TW,27.02
2025-06-20,00878.TW,26.94
2025-06-23,00878.TW,26.59
2025-06-24,00878.TW,26.68
2025-06-25,00878.TW,26.7
2025-06-26,00878.TW,26.89
2025-06-27,00878.TW,27.25
2025-06-30,00878.TW,27.51
2025-07-01,00878.TW,27.47
2025-07-02,00878.TW,27.48
2025-07-03,00878.TW,27.54
2025-07-04,00878.TW,27.76
2025-07-07,00878.TW,27.92
2025-07-08,00878.TW,28.21
2025-07-09,00878.TW,28.47
2025-07-10,00878.TW,28.72
2025-07-11,00878.TW,28.93
2025-07-14,00878.TW,28.99
2025-07-15,00878.TW,29.01
2025-07-16,00878.TW,28.83
2025-07-17,00878.TW,28.64
2025-07-18,00878.TW,28.35
2025-07-21,00878.TW,28.39
2025-07-22,00878.TW,28.48
2025-07-23,00878.TW,28.36
2025-07-24,00878.TW,28.51
2025-07-25,00878.TW,28.52
2025-07-28,00878.TW,28.68
2025-07-29,00878.TW,28.51
2025-07-30,00878.TW,28.28
2025-07-31,00878.TW,28.31
2025-08-01,00878.TW,28.29
2025-08-04,00878.TW,28.37
2025-08-05,00878.TW,27.98
2025-08-06,00878.TW,28.05
2025-08-07,00878.TW,28.01
2025-08-08,00878.TW,27.92
2025-08-11,00878.TW,27.76
2025-08-12,00878.TW,27.83
2025-08-13,00878.TW,27.78
2025-08-14,00878.TW,28.01
2025-08-15,00878.TW,28.04
2025-08-18,00878.TW,28.07
2025-08-19,00878.TW,28.21
2025-08-20,00878.TW,28.1
2025-08-21,00878.TW,28.25
2025-08-22,00878.TW,28.1
2025-08-25,00878.TW,27.96
2025-08-26,00878.TW,27.85
2025-08-27,00878.TW,27.52
2025-08-28,00878.TW,27.53
2025-08-29,00878.TW,27.63
2025-09-01,00878.TW,27.91
2025-09-02,00878.TW,28.21
2025-09-03,00878.TW,28.05
2025-09-04,00878.TW,28.38
2025-09-05,00878.TW,28.06
2025-09-08,00878.TW,28.4
2025-09-09,00878.TW,28.1
2025-09-10,00878.TW,27.99
2025-09-11,00878.TW,28.09
2025-09-12,00878.TW,28.29
2025-09-15,00878.TW,28.24
2025-09-16,00878.TW,28.0
2025-09-17,00878.TW,27.92
2025-09-18,00878.TW,27.95
2025-09-19,00878.TW,27.79
2025-09-22,00878.TW,28.14
2025-09-23,00878.TW,28.41
2025-09-24,00878.TW,28.01
2025-09-25,00878.TW,27.94
2025-09-26,00878.TW,28.06
2025-09-29,00878.TW,27.94
2025-09-30,00878.TW,27.84
2025-10-01,00878.TW,27.83
2025-10-02,00878.TW,28.01
2025-10-03,00878.TW,28.05
2025-10-06,00878.TW,27.84
2025-10-07,00878.TW,27.58
2025-10-08,00878.TW,27.25
2025-10-09,00878.TW,27.47
2025-10-10,00878.TW,27.25
2025-10-13,00878.TW,27.29
2025-10-14,00878.TW,27.65
2025-10-15,00878.TW,27.68
2025-10-16,00878.TW,27.6
2025-10-17,00878.TW,27.64
2025-10-20,00878.TW,27.69
2025-10-21,00878.TW,27.44
2025-10-22,00878.TW,27.45
2025-10-23,00878.TW,27.33
2025-10-24,00878.TW,27.42
2025-10-27,00878.TW,27.34
2025-10-28,00878.TW,27.3
2025-10-29,00878.TW,27.45
2025-10-30,00878.TW,27.56
2025-10-31,00878.TW,27.97
2025-11-03,00878.TW,27.9
2025-11-04,00878.TW,27.77
2025-11-05,00878.TW,28.02
2025-11-06,00878.TW,27.83
2025-11-07,00878.TW,28.07
2025-11-10,00878.TW,28.0
2025-11-11,00878.TW,28.07
2025-11-12,00878.TW,27.87
2025-11-13,00878.TW,27.62
2025-11-14,00878.TW,27.53
2025-11-17,00878.TW,27.78
2025-11-18,00878.TW,27.43
2025-11-19,00878.TW,27.09
2025-11-20,00878.TW,27.51
2025-11-21,00878.TW,27.76
2025-11-24,00878.TW,27.69
2025-11-25,00878.TW,27.86
2025-11-26,00878.TW,28.22
2025-11-27,00878.TW,28.23
2025-11-28,00878.TW,28.27
2025-12-01,00878.TW,28.08
2025-12-02,00878.TW,27.75
2025-12-03,00878.TW,28.04
2025-12-04,00878.TW,28.03
2025-12-05,00878.TW,28.01
2025-12-08,00878.TW,28.17
2025-12-09,00878.TW,28.58
2025-12-10,00878.TW,28.6
2025-12-11,00878.TW,28.88
2025-12-12,00878.TW,28.95
2025-12-15,00878.TW,28.73
2025-12-16,00878.TW,28.97
2025-12-17,00878.TW,29.05
2025-12-18,00878.TW,29.04
2025-12-19,00878.TW,29.06
2025-12-22,00878.TW,29.26
2025-12-23,00878.TW,29.31
2025-12-24,00878.TW,29.32
2025-12-25,00878.TW,29.15
2025-12-26,00878.TW,29.38
2025-12-29,00878.TW,29.43
2025-12-30,00878.TW,29.21
2025-12-31,00878.TW,29.54
2026-01-01,00878.TW,29.81
2026-01-02,00878.TW,29.83
2026-01-05,00878.TW,29.92
2026-01-06,00878.TW,29.88
2026-01-07,00878.TW,30.02
2026-01-08,00878.TW,30.16
2026-01-09,00878.TW,30.56
2026-01-12,00878.TW,30.64
2026-01-13,00878.TW,30.63
2026-01-14,00878.TW,30.73
2026-01-15,00878.TW,30.44
2026-01-16,00878.TW,30.46
2026-01-19,00878.TW,30.28
2026-01-20,00878.TW,30.26
2026-01-21,00878.TW,29.92
2026-01-22,00878.TW,30.04
2026-01-23,00878.TW,30.0
2026-01-26,00878.TW,29.84
2026-01-27,00878.TW,30.07
2026-01-28,00878.TW,30.37
2026-01-29,00878.TW,30.56
2026-01-30,00878.TW,30.47
2026-02-02,00878.TW,30.28
2026-02-03,00878.TW,30.19
2026-02-04,00878.TW,30.43
2026-02-05,00878.TW,30.49
2026-02-06,00878.TW,30.32
2026-02-09,00878.TW,30.25
2026-02-10,00878.TW,30.09
2026-02-11,00878.TW,30.25
2026-02-12,00878.TW,30.38
2026-02-13,00878.TW,30.43
2026-02-16,00878.TW,30.63
2026-02-17,00878.TW,30.5
2026-02-18,00878.TW,30.27
2026-02-19,00878.TW,30.33
2026-02-20,00878.TW,30.24
2026-02-23,00878.TW,30.19
2026-02-24,00878.TW,30.04
2026-02-25,00878.TW,30.36
2026-02-26,00878.TW,30.65
2026-02-27,00878.TW,30.6
2026-03-02,00878.TW,30.67
2026-03-03,00878.TW,30.68
2026-03-04,00878.TW,30.53
2026-03-05,00878.TW,30.52
2026-03-06,00878.TW,30.28
2026-03-09,00878.TW,30.23
2026-03-10,00878.TW,30.63
2026-03-11,00878.TW,30.9
2026-03-12,00878.TW,30.9
2026-03-13,00878.TW,30.88
2026-03-16,00878.TW,30.69
2026-03-17,00878.TW,30.58
2026-03-18,00878.TW,30.67
2026-03-19,00878.TW,30.58
2026-03-20,00878.TW,30.46
2026-03-23,00878.TW,30.62
2026-03-24,00878.TW,30.67
2026-03-25,00878.TW,30.65
2026-03-26,00878.TW,30.63
2026-03-27,00878.TW,30.54
2026-03-30,00878.TW,30.5
2026-03-31,00878.TW,30.37
2026-04-01,00878.TW,30.51
2026-04-02,00878.TW,30.39
2026-04-03,00878.TW,30.35
2026-04-06,00878.TW,30.12
2026-04-07,00878.TW,30.15
2026-04-08,00878.TW,29.96
2026-04-09,00878.TW,29.88
2026-04-10,00878.TW,29.85
2025-04-24,009809.TW,16.0
2025-04-25,009809.TW,15.88
2025-04-28,009809.TW,16.07
2025-04-29,009809.TW,16.01
2025-04-30,009809.TW,16.11
2025-05-01,009809.TW,15.9
2025-05-02,009809.TW,15.68
2025-05-05,009809.TW,15.66
2025-05-06,009809.TW,15.38
2025-05-07,009809.TW,15.27
2025-05-08,009809.TW,15.21
2025-05-09,009809.TW,15.17
2025-05-12,009809.TW,15.27
2025-05-13,009809.TW,15.27
2025-05-14,009809.TW,15.35
2025-05-15,009809.TW,15.23
2025-05-16,009809.TW,15.1
2025-05-19,009809.TW,15.05
2025-05-20,009809.TW,15.14
2025-05-21,009809.TW,15.17
2025-05-22,009809.TW,15.12
2025-05-23,009809.TW,15.35
2025-05-26,009809.TW,15.27
2025-05-27,009809.TW,15.2
2025-05-28,009809.TW,15.34
2025-05-29,009809.TW,15.39
2025-05-30,009809.TW,15.44
2025-06-02,009809.TW,15.5
2025-06-03,009809.TW,15.44
2025-06-04,009809.TW,15.14
2025-06-05,009809.TW,15.08
2025-06-06,009809.TW,15.16
2025-06-09,009809.TW,15.25
2025-06-10,009809.TW,15.14
2025-06-11,009809.TW,15.14
2025-06-12,009809.TW,15.13
2025-06-13,009809.TW,15.29
2025-06-16,009809.TW,15.18
2025-06-17,009809.TW,15.02
2025-06-18,009809.TW,15.08
2025-06-19,009809.TW,15.15
2025-06-20,009809.TW,15.15
2025-06-23,009809.TW,15.22
2025-06-24,009809.TW,15.16
2025-06-25,009809.TW,15.16
2025-06-26,009809.TW,15.03
2025-06-27,009809.TW,15.18
2025-06-30,009809.TW,15.2
2025-07-01,009809.TW,15.17
2025-07-02,009809.TW,14.99
2025-07-03,009809.TW,15.07
2025-07-04,009809.TW,14.92
2025-07-07,009809.TW,15.01
2025-07-08,009809.TW,14.99
2025-07-09,009809.TW,15.21
2025-07-10,009809.TW,15.26
2025-07-11,009809.TW,14.98
2025-07-14,009809.TW,15.04
2025-07-15,009809.TW,15.08
2025-07-16,009809.TW,15.13
2025-07-17,009809.TW,15.2
2025-07-18,009809.TW,15.47
2025-07-21,009809.TW,15.34
2025-07-22,009809.TW,15.33
2025-07-23,009809.TW,15.47
2025-07-24,009809.TW,15.41
