date,ticker,roe,roa,pb,pe,debt_ratio,eps
2025-06-30,2882.TW,0.11749256339746153,0.010151963259938142,1.1518333006512578,12.627292053175822,0.85,1.2734171519329356
2025-06-30,2891.TW,0.10048275469830814,0.011613276586653974,1.2281795672358486,14.492079725102819,0.85,1.0677213740492002
2025-06-30,1301.TW,0.09396965855507888,0.06254758985867254,1.5159527743922006,14.610924981935689,0.45,2.4974743444759016
2025-06-30,1303.TW,0.098624525380541,0.06150036369215886,1.7680863006595864,14.604116305300602,0.45,2.4419543169548494
2025-06-30,2002.TW,0.10026322162316206,0.05683930804293648,1.6591474578918026,13.880469572578253,0.45,2.506408953087719
2025-06-30,2317.TW,0.0945692190436031,0.05513907037005119,1.458674220958599,16.403606429725464,0.45,2.4164777769892236
2025-07-31,2330.TW,0.23434592401565857,0.15296074170280122,4.612442324409852,23.06307679513964,0.3,5.89522190190161
2025-07-31,2454.TW,0.23404205545928497,0.15332732854963113,4.625966595601202,21.43248890867957,0.3,5.9860387375826605
2025-07-31,2308.TW,0.24008079877321875,0.14795050676872268,4.536765949611618,22.8319639319078,0.3,6.02325967226283
2025-07-31,2881.TW,0.10359830868085793,0.005884117716268585,1.1634650047192674,11.78230926183488,0.85,1.0456109500324335
2025-07-31,2882.TW,0.11155672920519655,0.01263317844473753,1.3580117502751818,13.490605255149891,0.85,1.1694644869634698
2025-07-31,2891.TW,0.11991905570736246,0.008155166019480431,1.0896032598061103,12.605404382361087,0.85,1.0949203166747195
2025-07-31,1301.TW,0.0936948991452086,0.06258848713006795,1.6982786223845308,15.530739926625614,0.45,2.3814859422880272
2025-07-31,1303.TW,0.09560299059626384,0.059613500794628495,1.5601770413959224,15.874852344377556,0.45,2.5098372551603965
2025-07-31,2002.TW,0.09673142883259706,0.056939942713818706,1.4046166895413303,16.339233148260785,0.45,2.5805172539261565
2025-07-31,2317.TW,0.10268009287561847,0.06222034169552603,1.6318603667166989,14.413558983850578,0.45,2.300975100595002
2025-08-31,2330.TW,0.23884222778012565,0.15116572155884644,4.315135160488626,22.469992656918027,0.3,6.093071533539163
2025-08-31,2454.TW,0.24855451064496145,0.14523060186410058,4.6060521851369325,22.556885523359234,0.3,5.883593090187471
2025-08-31,2308.TW,0.23747315897653448,0.14769225077263584,4.434844778422281,22.878217564111694,0.3,5.881848252444938
2025-08-31,2881.TW,0.10440747652665071,0.005518225110389777,1.360830549279675,11.788090694065135,0.85,1.1497401281931852
2025-08-31,2882.TW,0.1057168038399231,0.009458717732637997,1.241288754515611,11.704299177098736,0.85,1.2732744194218273
2025-08-31,2891.TW,0.11090151330864642,0.012603784945985918,1.1036773088646954,12.232224227717477,0.85,1.1595242794406975
2025-08-31,1301.TW,0.09898612004149733,0.06240410894171784,1.773414843585332,15.055376950494496,0.45,2.374204048000527
2025-08-31,1303.TW,0.10676355603406025,0.06334671580353356,1.4285122208294203,13.726360385037166,0.45,2.6880508717102316
2025-08-31,2002.TW,0.10692555806161563,0.05590866928650036,1.6635392392264017,14.71077767360766,0.45,2.524820601854222
2025-08-31,2317.TW,0.10719040100836826,0.05555518595342923,1.6205354336623434,15.32051291612245,0.45,2.3825349072454425
2025-09-30,2330.TW,0.23522284865109533,0.14686929868941107,4.380281368553874,20.50271184962478,0.3,5.8042089193364435
2025-09-30,2454.TW,0.2426901371051027,0.15100012551824019,4.397484791970006,21.679515038481863,0.3,5.9050171007407775
2025-09-30,2308.TW,0.2389095720245775,0.14774538285584565,4.48633525580755,22.257420165944204,0.3,6.197489903317448
2025-09-30,2881.TW,0.11320384132574438,0.014027312622721132,1.3497702242300074,14.26409523070957,0.85,1.3696288449321599
2025-09-30,2882.TW,0.11363004651074977,0.013977736305838616,1.3460425910703484,12.630187701915178,0.85,1.3910578902300594
2025-09-30,2891.TW,0.1128737825674169,0.011097466246372908,1.146961184270592,11.967924792806286,0.85,1.2032850076377115
2025-09-30,1301.TW,0.09463035483014792,0.05535557447626579,1.695410851354235,14.989026931904636,0.45,2.3843690809200173
2025-09-30,1303.TW,0.09148842350749113,0.060969066084913884,1.6767995468156025,15.986970627325887,0.45,2.4091732327918236
2025-09-30,2002.TW,0.10771543862040127,0.06364457714365991,1.4032971570092734,14.656312163456471,0.45,2.377460895582055
2025-09-30,2317.TW,0.09585886945631199,0.05959090055231882,1.6272894024293667,14.155329929246033,0.45,2.614730897762761
2025-10-31,2330.TW,0.24805948211494033,0.15331367848177527,4.6704382336223915,21.426318604974195,0.3,5.910250082601557
2025-10-31,2454.TW,0.23072261971149194,0.15179675682109428,4.580637177557111,23.117711532864305,0.3,6.092697962561615
2025-10-31,2308.TW,0.23061245858279383,0.15255972433792137,4.63876297463496,22.382958932800918,0.3,5.8534939795881655
2025-10-31,2881.TW,0.11655673491453195,0.009545151260143462,1.184783155551044,12.43804295424879,0.85,1.1714572914738168
2025-10-31,2882.TW,0.11381664636531681,0.010179896621389066,1.07327852634192,13.222405370033872,0.85,1.1239394642367024
2025-10-31,2891.TW,0.1183181836180481,0.00784978184068595,1.0110043124327937,12.621483210695475,0.85,1.2868206259570605
2025-10-31,1301.TW,0.10972720367458888,0.060402188306247884,1.609649800491409,14.78856500474695,0.45,2.4289468551519464
2025-10-31,1303.TW,0.09045624998596678,0.06485778092004134,1.660396617561962,15.73377301013158,0.45,2.6001301132290395
2025-10-31,2002.TW,0.09176731363663866,0.057185463291679874,1.725183067921805,13.780673108265038,0.45,2.4265742836767963
2025-10-31,2317.TW,0.09755140678273343,0.05975198350120864,1.634558289957034,13.892794510343489,0.45,2.4172606786665454
2025-11-30,2330.TW,0.23064490572551133,0.14515928431894629,4.3710008915975465,20.931664470108338,0.3,5.931009365995863
2025-11-30,2454.TW,0.24214438217185125,0.14730688909359055,4.542055183058135,21.20154128714567,0.3,5.969463118300617
2025-11-30,2308.TW,0.236074562041362,0.1461085049064782,4.419811344577102,22.437560306499936,0.3,5.889479428991622
2025-11-30,2881.TW,0.10156712608999492,0.014199862042841755,1.1301773655459117,13.497373781643637,0.85,1.240721540542069
2025-11-30,2882.TW,0.10089567498862,0.013770575921822643,1.0832280933902285,12.305361990762508,0.85,1.051935742481527
2025-11-30,2891.TW,0.11275948898399835,0.00957952041970684,1.197999606068002,12.481847959495301,0.85,1.2212263072136682
2025-11-30,1301.TW,0.10257281814507249,0.058008401758968445,1.709102234667992,14.238235864540401,0.45,2.539609914257779
2025-11-30,1303.TW,0.09560605123040827,0.06126217673251769,1.6228424477290144,14.682427438910512,0.45,2.4322411520873914
2025-11-30,2002.TW,0.09188175972021771,0.06323123066755074,1.6540870138934705,15.996884203120239,0.45,2.3142488227852884
2025-11-30,2317.TW,0.10588690260348045,0.06274910298544417,1.6204402301278953,13.740198389071821,0.45,2.6365751337548713
2025-12-31,2330.TW,0.24139194474528414,0.15499565906692658,4.645788259323385,20.684993618383288,0.3,5.901479333992887
2025-12-31,2454.TW,0.2410306267166624,0.14729370020800137,4.535226036687696,21.07679047161772,0.3,6.102977576834167
2025-12-31,2308.TW,0.24864200078696003,0.15366090829935045,4.5194574745598155,22.365323219461086,0.3,6.069365133966412
2025-12-31,2881.TW,0.10584162867583641,0.012239967260382125,1.020904921553758,12.944406599610272,0.85,1.0076123996198947
2025-12-31,2882.TW,0.1098149306477962,0.012440802360618796,1.1584524132556564,12.409990483549524,0.85,1.1964589240175216
2025-12-31,2891.TW,0.11035512607077627,0.014849536336817733,1.167991480180152,13.344932168046562,0.85,1.002061448042794
2025-12-31,1301.TW,0.09862853841437587,0.05514703082918138,1.5671814159617328,13.631245787570105,0.45,2.4610954665761824
2025-12-31,1303.TW,0.10104943216657111,0.05717592948934761,1.7099965930293963,14.08807607656856,0.45,2.3368944983985203
2025-12-31,2002.TW,0.1057097868911014,0.05556966641624535,1.4060721057768333,13.56410646629072,0.45,2.614243323706151
2025-12-31,2317.TW,0.10123664075272987,0.05980906291720876,1.7365676234254934,15.254255075483547,0.45,2.570719204248146
2026-01-31,2330.TW,0.2403358355810563,0.14863181225691718,4.6585821783548464,20.681161582186903,0.3,5.874073281605162
2026-01-31,2454.TW,0.24662119714946043,0.15001499343614294,4.5161570287673465,22.259972478544626,0.3,6.1365725272939535
2026-01-31,2308.TW,0.2364538208117443,0.14876366901083887,4.492619851568721,22.94291552335419,0.3,5.990905667631175
2026-01-31,2881.TW,0.1084006824032194,0.014152780816689404,1.0014382053347988,14.469472380392709,0.85,1.2712195623885216
2026-01-31,2882.TW,0.11889937518394504,0.011025847658539884,1.1112154001477756,12.54558156718091,0.85,1.1347962956080724
2026-01-31,2891.TW,0.10267043868226275,0.005205426747293628,1.1959815788134882,11.513307719218172,0.85,1.3172781141494307
2026-01-31,1301.TW,0.09853846313977288,0.06099169963889551,1.579404179349077,14.948269960340973,0.45,2.424476144709306
2026-01-31,1303.TW,0.103331779050369,0.06370579312615643,1.6267916160422824,15.539054531540177,0.45,2.4935929408797373
2026-01-31,2002.TW,0.1097348059126941,0.05510051338391002,1.6580907476021567,13.91532421170594,0.45,2.5895175673511126
2026-01-31,2317.TW,0.10484027859458055,0.06316036379859477,1.5548771595098534,15.180081475800277,0.45,2.6979882303253055
2026-02-28,2330.TW,0.24235569918888383,0.14539983114453356,4.565653002916406,23.458935602900976,0.3,6.152873095674477
2026-02-28,2454.TW,0.24056345388037073,0.14941333982314464,4.664649802899175,21.00781535549426,0.3,5.992753660964777
2026-02-28,2308.TW,0.2481402626926361,0.15239974471739728,4.491880419526245,22.966919949854542,0.3,6.043957137342136
2026-02-28,2881.TW,0.1030969194871432,0.007503181167074425,1.0802489970131839,12.993338617287774,0.85,1.3703964747795319
2026-02-28,2882.TW,0.10064839894157522,0.014122967895852628,1.0473277677099821,11.51937964246007,0.85,1.3715523294280711
2026-02-28,2891.TW,0.11317119295993881,0.006882804772637608,1.2383048520919662,13.767980589574993,0.85,1.0058333302176385
2026-02-28,1301.TW,0.09585699261631107,0.05783201913111039,1.5239422820170974,15.382637170222917,0.45,2.3124898924128026
2026-02-28,1303.TW,0.09472876307526273,0.06354087491548943,1.5606129625325114,16.48535090419109,0.45,2.469557258066577
2026-02-28,2002.TW,0.09532551223959308,0.060474444606325485,1.5866376334022525,15.882423493808734,0.45,2.419139746363052
2026-02-28,2317.TW,0.10425516035451457,0.06270936226214985,1.7853786237869067,14.416949650543355,0.45,2.3802374935216446
2026-03-31,2330.TW,0.23264353598078807,0.1478074026118814,4.526454074571439,22.11610883036147,0.3,6.140256007597896
2026-03-31,2454.TW,0.24827448159970458,0.15388478668100303,4.661928450959271,21.23612054088942,0.3,6.013033919023899
2026-03-31,2308.TW,0.2404825726371475,0.14581183153047111,4.636808067575137,22.378532629420377,0.3,5.829355627826522
2026-03-31,2881.TW,0.10735490118431035,0.01211960911672799,1.0495152487466006,11.538502878496553,0.85,1.3474433800712007
2026-03-31,2882.TW,0.11440823599237819,0.009410478512595043,1.0923942927177122,12.054855613268401,0.85,1.112488658802748
2026-03-31,2891.TW,0.10330782443112366,0.008053578347610817,1.0458348261047956,13.251397123238828,0.85,1.132542310603284
2026-03-31,1301.TW,0.10961948634465135,0.06250149624959764,1.5814065614480597,16.452354621155013,0.45,2.3573248152133504
2026-03-31,1303.TW,0.109435975629242,0.061158386519122705,1.4643922499513544,15.625630614189767,0.45,2.6045071891650124
2026-03-31,2002.TW,0.09484342537297195,0.05517142042637192,1.5285023098891142,13.631482646854321,0.45,2.3366996490700025
2026-03-31,2317.TW,0.10000841709188779,0.05996332766260635,1.5653867138023123,15.371614601291807,0.45,2.387818678736672
